Grade;Area;Topic;Code;Description
4; North American Geography, History, and Peoples;Topic 3: Early European exploration and conquest;HSS.4.T3.01;Explain how historians studying the European voyages to the Americas use archaeological evidence, maps, illustrations, and texts produced in Europe at the time, and that all of these materials are called primary sources.
4; North American Geography, History, and Peoples;Topic 3: Early European exploration and conquest;HSS.4.T3.02;Explain who the Vikings were and describe evidence of their early encounters with Native Peoples along the North American Atlantic coast.
4; North American Geography, History, and Peoples;Topic 3: Early European exploration and conquest;HSS.4.T3.03;"Trace on a map European explorations of North America and the Caribbean Islands in the 15th and 16th centuries (e.g., voyages of Vasco Nun?es de Balboa, Jacques Cartier, Cristobal Colon [Christopher Columbus], Ferdinand Magellan, Juan Ponce De Leon, Amerigo Vespucci, Hernˇn Cort?s), evaluate the reasons for the voyages, noting that they were part of an effort by European nations to expand their empires, find new routes for trade with Asia, new opportunities for colonization, and new natural resources; make a timeline of their landings and conquests."
4; North American Geography, History, and Peoples;Topic 4: The expansion of the United States over time and its regions today;HSS.4.T4.01;Describe how the construction of canals, roads, and railways in the 19th century helped the United States to expand westward.
4; North American Geography, History, and Peoples;Topic 4: The expansion of the United States over time and its regions today;HSS.4.T4.02;Give examples of some of the ways the United States acquired new states (beyond the 13 original states) and additional territories between 1791 and 1898, including purchasing land called the Louisiana Territory from France, adding territory in the Southwest as a result of war with Mexico, settling a treaty with Britain to gain land called the Oregon Territory in the Northwest, purchasing Alaska from Russia, annexing Hawaii, and adding territories such as Puerto Rico as a result of a war with Spain.
4; North American Geography, History, and Peoples;Topic 4: The expansion of the United States over time and its regions today;HSS.4.T4.03;Compare different reasons why men and women who lived in the Eastern part of the United States wanted to move West in the 19th century, and describe aspects of pioneer life on the frontier (e.g., wagon train journeys on the Oregon and Santa Fe Trails, and settlements in the western territories).
4; North American Geography, History, and Peoples;Topic 4: The expansion of the United States over time and its regions today;HSS.4.T4.04;Explain that many different groups of people immigrated to the United States from other places voluntarily and some were brought to the United States against their will (as in the case of African slaves).
4; North American Geography, History, and Peoples;Topic 4: The expansion of the United States over time and its regions today;HSS.4.T4.05;Show understanding that in the middle of the 19th century, the people of the United States were deeply divided over the question of slavery and its expansion into newly settled parts of the West, which led to the Civil War from 1861 to 1865.
4; North American Geography, History, and Peoples;Topic 4a: The expansion of the United States over time and its regions today: The Northeast;HSS.4.T4a.01;On a political map of the United States, locate the states in the Northeast (listed alphabetically: Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island and Vermont).
4; North American Geography, History, and Peoples;Topic 4a: The expansion of the United States over time and its regions today: The Northeast;HSS.4.T4a.02;Using resources such as print and online atlases, topographical maps, or road maps, construct a map of the Northeast that shows important cities, state capitals, physical features (e.g., waterways and mountains), and that includes a title, scale, compass, and map key.
4; North American Geography, History, and Peoples;Topic 4a: The expansion of the United States over time and its regions today: The Northeast;HSS.4.T4a.03;Explain the benefits in the 18th century of becoming a state in the United States (as opposed to a British colony) and, as a class, construct a timeline that shows when each of the states in the region was admitted into the United States (Connecticut-1788, Maine, originally part of Massachusetts-1788, as a separate state-1820, Massachusetts-1788, New Hampshire-1788, New Jersey-1787, New York-1788, Pennsylvania-1787, Rhode Island-1790, Vermont-1791).Creating this timeline is the beginning of making a cumulative timeline that will eventually include all the states.
